"Election","Jurisdiction Name","Reporting County Name","DataEntry Jurisdiction Name","DataEntry Level Name","Office","Office Category","Ballot Order","Name on Ballot","Political Party","Winner","Number of Office Seats","Total Votes"
"2018 Primary Election","Ohio","Crawford","Crawford","Locality","Ohio Township Board Member, Crawford County","Township Board Member","300","Mike Lutz","Republican","No","1","49"
"2018 Primary Election","Ohio Township","Spencer","Spencer","Locality","Ohio Township Board Member, Spencer County","Township Board Member","300","Kyle Wilkerson","Republican","Yes","3","476"
"2018 Primary Election","Ohio Township","Spencer","Spencer","Locality","Ohio Township Board Member, Spencer County","Township Board Member","300","Lee Frobeter","Republican","Yes","3","537"
"2018 Primary Election","Ohio Township","Spencer","Spencer","Locality","Ohio Township Board Member, Spencer County","Township Board Member","300","Robert Lindsey","Republican","Yes","3","519"
"2018 Primary Election","Ohio Township","Warrick","Warrick","Locality","Ohio Township Board Member, Warrick County","Township Board Member","300","Charlie Pride","Republican","No","1","705"
"2018 Primary Election","Ohio Township","Warrick","Warrick","Locality","Ohio Township Board Member, Warrick County","Township Board Member","300","Debbie Reid","Republican","Yes","1","1373"
"2018 Primary Election","Ohio Township","Warrick","Warrick","Locality","Ohio Township Board Member, Warrick County","Township Board Member","300","Donald G ""Don"" Brooks","Republican","No","1","1306"
"2018 Primary Election","Ohio Township","Warrick","Warrick","Locality","Ohio Township Board Member, Warrick County","Township Board Member","300","Ed M Butch","Democratic","No","1","480"
"2018 Primary Election","Ohio Township","Warrick","Warrick","Locality","Ohio Township Board Member, Warrick County","Township Board Member","300","John C Barner","Democratic","No","1","565"
"2018 Primary Election","Ohio Township","Warrick","Warrick","Locality","Ohio Township Board Member, Warrick County","Township Board Member","300","Kristopher ""Kris"" Stallins","Democratic","Yes","1","677"
"2018 Primary Election","Ohio Township","Warrick","Warrick","Locality","Ohio Township Board Member, Warrick County","Township Board Member","300","Nancy Grimes Bennett","Republican","No","1","1365"
"2018 Primary Election","Ohio Township","Warrick","Warrick","Locality","Ohio Township Board Member, Warrick County","Township Board Member","300","Rhonda R Healy","Republican","No","1","906"
"2018 Primary Election","Oil","Perry","Perry","Locality","Oil Township Board Member, Perry County","Township Board Member","300","Rita L Hammond","Republican","Yes","3","79"
"2018 Primary Election","Olive","Elkhart","Elkhart","Locality","Olive Township Board Member, Elkhart County","Township Board Member","300","David W Gongwer","Republican","Yes","3","0"
"2018 Primary Election","Olive","Elkhart","Elkhart","Locality","Olive Township Board Member, Elkhart County","Township Board Member","300","Rick Vandegrift","Republican","Yes","3","0"
"2018 Primary Election","Olive","Elkhart","Elkhart","Locality","Olive Township Board Member, Elkhart County","Township Board Member","300","Tara L Lengacher","Republican","Yes","3","0"
"2018 Primary Election","Orange","Fayette","Fayette","Locality","Orange Township Board Member (Fayette)","Township Board Member","300","Donald F. Kirk","Democratic","No","1","12"
"2018 Primary Election","Orange","Fayette","Fayette","Locality","Orange Township Board Member (Fayette)","Township Board Member","300","Shirley  Nobbe","Democratic","Yes","1","27"
"2018 Primary Election","Orange","Noble","Noble","Locality","Orange Township Board Member, Noble County","Township Board Member","300","Frank Sturdivant Sr","Republican","No","1","337"
"2018 Primary Election","Orange","Noble","Noble","Locality","Orange Township Board Member, Noble County","Township Board Member","300","John Edwards","Republican","Yes","1","435"
"2018 Primary Election","Orange","Noble","Noble","Locality","Orange Township Board Member, Noble County","Township Board Member","300","Thomas E Brady","Republican","No","1","317"
"2018 Primary Election","Orange","Rush","Rush","Locality","Orange Township Board Member, Rush County","Township Board Member","300","Carl Harcourt","Republican","Yes","1","104"
"2018 Primary Election","Orangeville","Orange","Orange","Locality","Orangeville Township Board Member, Orange County","Township Board Member","300","Johnny D. Cheatham","Republican","Yes","1","101"
"2018 Primary Election","Orangeville","Orange","Orange","Locality","Orangeville Township Board Member, Orange County","Township Board Member","300","Orville Mcguire","Republican","No","1","58"
"2018 Primary Election","Oregon","Clark","Clark","Locality","Oregon Township Board Member, Clark County","Township Board Member","300","Jenny Hostetler","Democratic","Yes","3","56"
"2018 Primary Election","Oregon","Clark","Clark","Locality","Oregon Township Board Member, Clark County","Township Board Member","300","Patricia  Stricker","Democratic","Yes","3","61"
"2018 Primary Election","Oregon","Starke","Starke","Locality","Oregon Township Board Member, Starke County","Township Board Member","300","Carole Noble","Democratic","Yes","1","181"
"2018 Primary Election","Oregon","Starke","Starke","Locality","Oregon Township Board Member, Starke County","Township Board Member","300","Corey Louzon","Democratic","No","1","106"
"2018 Primary Election","Oregon","Starke","Starke","Locality","Oregon Township Board Member, Starke County","Township Board Member","300","Joseph I Reed Jr","Republican","Yes","1","227"
"2018 Primary Election","Orleans","Orange","Orange","Locality","Orleans Township Board Member, Orange County","Township Board Member","300","Kim Dixon","Republican","No","1","305"
"2018 Primary Election","Orleans","Orange","Orange","Locality","Orleans Township Board Member, Orange County","Township Board Member","300","Mike Magill","Republican","Yes","1","327"
"2018 Primary Election","Orleans","Orange","Orange","Locality","Orleans Township Board Member, Orange County","Township Board Member","300","Shannon Mcbride","Republican","No","1","288"
"2018 Primary Election","Osolo","Elkhart","Elkhart","Locality","Osolo Township Board Member, Elkhart County","Township Board Member","300","Aaron K Mishler","Democratic","Yes","3","0"
"2018 Primary Election","Osolo","Elkhart","Elkhart","Locality","Osolo Township Board Member, Elkhart County","Township Board Member","300","Alec Sanderson","Democratic","No","3","0"
"2018 Primary Election","Osolo","Elkhart","Elkhart","Locality","Osolo Township Board Member, Elkhart County","Township Board Member","300","Carol W Mcdowell","Republican","No","3","0"
"2018 Primary Election","Osolo","Elkhart","Elkhart","Locality","Osolo Township Board Member, Elkhart County","Township Board Member","300","James Newton","Republican","Yes","3","0"
"2018 Primary Election","Osolo","Elkhart","Elkhart","Locality","Osolo Township Board Member, Elkhart County","Township Board Member","300","James R Mann","Republican","Yes","3","0"
"2018 Primary Election","Osolo","Elkhart","Elkhart","Locality","Osolo Township Board Member, Elkhart County","Township Board Member","300","Jeffrey Bliler","Republican","Yes","3","0"
"2018 Primary Election","Osolo","Elkhart","Elkhart","Locality","Osolo Township Board Member, Elkhart County","Township Board Member","300","Larita K Robinson","Democratic","Yes","3","0"
"2018 Primary Election","Osolo","Elkhart","Elkhart","Locality","Osolo Township Board Member, Elkhart County","Township Board Member","300","Tanzie Nielsen","Democratic","Yes","3","0"
"2018 Primary Election","Osolo","Elkhart","Elkhart","Locality","Osolo Township Board Member, Elkhart County","Township Board Member","300","Tim Cunningham","Republican","No","3","0"
"2018 Primary Election","Osolo","Elkhart","Elkhart","Locality","Osolo Township Board Member, Elkhart County","Township Board Member","300","Vern Miller","Republican","No","3","0"
"2018 Primary Election","Otsego Township","Steuben","Steuben","Locality","Otsego Township Board Member, Steuben County","Township Board Member","300","Jacob Mcneal","Democratic","Yes","3","60"
"2018 Primary Election","Otter Creek","Ripley","Ripley","Locality","Otter Creek Township Board Member, Ripley County","Township Board Member","300","Janine Stratton","Republican","Yes","3","75"
"2018 Primary Election","Otter Creek","Vigo","Vigo","Locality","Otter Creek Township Board Member, Vigo County","Township Board Member","300","Joe W. Mckanna","Democratic","No","3","570"
"2018 Primary Election","Otter Creek","Vigo","Vigo","Locality","Otter Creek Township Board Member, Vigo County","Township Board Member","300","John R. Meyers","Democratic","Yes","3","573"
"2018 Primary Election","Otter Creek","Vigo","Vigo","Locality","Otter Creek Township Board Member, Vigo County","Township Board Member","300","Samuel R. Plant","Democratic","Yes","3","620"
"2018 Primary Election","Otter Creek","Vigo","Vigo","Locality","Otter Creek Township Board Member, Vigo County","Township Board Member","300","Valerie Ann Stapleton","Democratic","Yes","3","614"
"2018 Primary Election","Owen","Clark","Clark","Locality","Owen Township Board Member, Clark County","Township Board Member","300","Larry  Harbin","Democratic","Yes","3","33"
"2018 Primary Election","Owen","Clinton","Clinton","Locality","Owen Township Board Member, Clinton County","Township Board Member","300","Craig B Michael","Democratic","Yes","3","17"
"2018 Primary Election","Owen","Clinton","Clinton","Locality","Owen Township Board Member, Clinton County","Township Board Member","300","James R Unger","Democratic","Yes","3","16"
"2018 Primary Election","Owen","Clinton","Clinton","Locality","Owen Township Board Member, Clinton County","Township Board Member","300","Lewis B Flohr III","Democratic","Yes","3","14"
"2018 Primary Election","Owen Township","Jackson","Jackson","Locality","Owentownship Board Member, Jackson County","Township Board Member","300","Jack E. Gilbert","Republican","Yes","1","195"
"2018 Primary Election","Owen Township","Jackson","Jackson","Locality","Owentownship Board Member, Jackson County","Township Board Member","300","Justyn Underwood","Republican","No","1","143"
"2018 Primary Election","Owen Township","Warrick","Warrick","Locality","Owen Township Board Member, Warrick County","Township Board Member","300","Dee A Postin","Democratic","Yes","1","30"
"2018 Primary Election","Owen Township","Warrick","Warrick","Locality","Owen Township Board Member, Warrick County","Township Board Member","300","Jackie L Miles","Democratic","No","1","28"
"2018 Primary Election","Owen Township","Warrick","Warrick","Locality","Owen Township Board Member, Warrick County","Township Board Member","300","Larry P Miles","Democratic","No","1","29"
"2018 Primary Election","Owen Township","Warrick","Warrick","Locality","Owen Township Board Member, Warrick County","Township Board Member","300","Raleigh K Bruner","Democratic","No","1","24"
